iter_0,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6
1005.0,944.0,893.0,851.0,819.0,799.0,788.0
0.553115,0.624932,0.658742,0.683238,0.705109,0.716698,0.719661
0.623272,0.607992,0.595871,0.584702,0.57788,0.574047,0.571152
-0.078558,0.436808,0.620638,0.620223,0.628127,0.623132,0.66612
0.0,0.0,0.000812,0.002421,0.004029,0.005673,0.016841
0.0,0.0,2e-06,0.001967,0.030931,0.230764,0.272954
0.0,8e-06,0.001901,0.135257,0.542182,0.899928,0.823717
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
