NAME_INDEX,Długość,Średnica,Wysokość,Cała_waga,Waga_po_obraniu,Waga_trzewi,Waga_powłoki
Model bazowy,37.54204416640646,40.43950796674673,7.504493861441008,102.48883389990289,23.216644032306696,20.809022298736757,25.075521711901374
Model bazowy po redukcji,,,5.339674115275563,,6.565817902425617,,9.039489921836353
