NAME_INDEX,Długość,Średnica,Wysokość,Cała_waga,Waga_po_obraniu,Waga_trzewi,Waga_powłoki
Model bazowy,20.639942129211654,19.569878618044804,1.5510151539056751,63.39452795166704,18.127823437336446,9.80092821826288,13.018512697277792
Model bazowy po redukcji,,7.2939029679498715,1.5488199209520388,,6.0208296343119185,6.4872960247224425,4.92447463077927
