NAME_INDEX,Długość,Średnica,Wysokość,Cała_waga,Waga_po_obraniu,Waga_trzewi,Waga_powłoki
Model bazowy,31.515039976253405,30.619718988769737,4.176956214119453,84.73935497695132,23.37894073903875,13.04194762487342,16.079058751177357
Model bazowy po redukcji,,6.901999988548722,4.174486971233048,,6.816022943371087,7.758361961324963,5.938595836013517
